PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
2553,17410439,3755889,C1CN(CCC1=NOC(=O)C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,-3.91,2.42781,-5.85903,-0.490674,-5.39064
2554,49648392,24747779,CC(C)C1=NC2=C(S1)CCC3=C2C(=NO3)C4=CC=C(C=C4)OC,Inactive,0,,,-3.92,1.93185,-1.25613,-5.7804,-4.71929
2555,4251593,3245257,C1CN(CCC1C(=O)NCC2=CC=CS2)C3=NC4=CC=CC=C4O3,Inactive,0,,,-3.93,0.952792,-4.66062,-4.53757,-2.58073
2556,24826306,2116511,CCOC1=CC=CC=C1OCCCC(=O)NC2=NC3=CC=CC=C3N2,Inactive,0,,,-3.93,2.4569,-2.41534,-1.98667,-7.39964
2557,24815161,4915773,C1C2CC3CC1CC(C2)(C3)C(=O)NC(CC(=O)O)C4=C(C=CC(=C4)[N+](=O)[O-])Cl,Inactive,0,,,-3.94,2.3483,-2.12596,-7.25584,-2.43735
2558,14734934,2233591,CC1=NC(=CC=C1)NC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)Br,Inactive,0,,,-3.94,2.6426,-7.67856,-1.99214,-2.157
2559,24708186,16129564,C1CN(CCN1)C(=O)[C@H](CCCCN)N2C=C(N=N2)[C@H](CO)N.Cl,Inactive,0,,,-3.95,2.28156,-0.737347,-5.84035,-5.26229
2560,3717724,2329280,C1CN(CCC1C(=O)NCCC2=CC=CC=C2)S(=O)(=O)C3=CC=CS3,Inactive,0,,,-3.95,1.61174,-1.72171,-4.66587,-5.47165
2561,7969136,5309794,CC1CCC(CC1)NC(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=CN=CC=C3,Inactive,0,,,-3.96,0.348707,-4.33011,-3.49115,-4.04951
2562,14743113,5028321,CCOC(=O)C1C(C(OC1=O)(C)C)C(C)C(=O)C2=CC=C(C=C2)C,Inactive,0,,,-3.96,4.28043,2.09371,-6.86988,-7.09872
2563,26727143,2740372,CCOC(=O)C1=CSC(=N1)C2=C(C=CS2)Br,Inactive,0,,,-3.97,0.574583,-3.27297,-4.68005,-3.94878
2564,26668011,655609,CC1=CC(=C2C(=C1)C=C(C(=O)N2)CN(CC3COCCO3)C(=O)NC4=CC(=CC=C4)OC)C,Inactive,0,,,-3.97,0.762626,-5.03759,-3.55766,-3.31042
2565,49669783,2790728,CCOC(=O)C1=CN=C2C=CC(=CC2=C1NCCN3CCOCC3)C.Cl,Inactive,0,,,-3.97,0.871914,-5.1321,-3.02844,-3.76086
2566,14719396,538214,CCCCCCOC1=C(C=C(C=C1)C(=O)O)C#N,Inactive,0,,,-3.98,2.0912,-5.27579,-5.64193,-1.0341
2567,47204796,4776833,COC1=C(C=C(C=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C)OC,Inactive,0,,,-3.98,1.30248,-5.64161,-3.85335,-2.45933
2568,14738720,802492,C1CN(CCC1C(=O)NC2=CC=CC=C2)C(=O)C3=CC=CC=C3,Inactive,0,,,-3.99,1.41703,-2.75405,-5.97027,-3.23173
2569,85200299,44201421,C=CC[C@@H](CC1=CC=C(C=C1)F)C(=O)OC[C@@H]2CCCN2C(=O)[C@H](CC=C)CC(=O)N(CCO)CC3=CC=CC=C3,Inactive,0,,,-3.99,1.36685,-3.65724,-2.50995,-5.80756
2570,57264776,9502783,CCOCCCNC(=O)CN1CCN(CC1)S(=O)(=O)C2=CC3=C(CCC3)C=C2,Inactive,0,,,-3.99,1.22035,-2.42286,-5.39894,-4.15356
2571,24804823,3230199,CC1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NC3=CC=CC=C3,Inactive,0,,,-4,2.08424,-4.554,-6.22543,-1.21204
2572,121285748,15723616,CC1=CC2=C(C=CC(=C2)F)N=C1,Inactive,0,,,-4,0.284072,-4.35139,-3.65589,-3.98498
2573,57258730,25162710,CC1(CC1(Cl)Cl)C(=O)OCC(=O)NC2=NC(=CS2)C3=C(C=CC(=C3)OC)OC,Inactive,0,,,-4,3.24954,-2.89374,-8.41506,-0.689103
2574,24818545,272502,CC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,Inactive,0,,,-4,1.46383,-2.83861,-6.06449,-3.0959
2575,4259615,708862,CC(=O)NC1CC(N(C(C1)(C)C)OC(=O)C)(C)C,Inactive,0,,,-4,1.35523,-2.50396,-3.71686,-5.78651
2576,85199517,4159379,CC1CCCCC1NC(=S)NC(=O)C2=CC=CC=C2Cl,Inactive,0,,,-4,1.82861,-1.49991,-5.81449,-4.6991
2577,7970344,5310193,CCN1CCN(C(=O)C1=O)CC(=O)NC2CCCC2,Inactive,0,,,-4.01,6.08417,0.821086,-0.257874,-12.591
2578,7978323,2859920,C1C2C1C3C=CC2C(C3C(=O)O)C(=O)O,Inactive,0,,,-4.01,2.72819,-6.03588,-5.85088,-0.158221
2579,22411303,3907806,CC1=C(C=C(C=C1)NC(=O)CNC(=O)C2=CC=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC,Inactive,0,,,-4.02,2.76287,-1.59078,-2.57366,-7.88101
2580,848133,650562,CC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4)C,Inactive,0,,,-4.02,3.08499,-5.46358,-6.85685,0.271847
2581,57256491,16329360,CC1=CSC(=O)N1CCC(=O)NCC2=CC=C(C=C2)OC,Inactive,0,,,-4.02,1.52245,-5.06916,-1.86961,-5.12844
2582,7974104,871284,COC1=CC=CC(=C1OC)CNCC2=CC=CC=N2,Inactive,0,,,-4.02,0.985791,-2.99795,-5.35419,-3.71875
2583,17411991,2904458,COC1=CC=CC(=C1)NC2=C(C3=NON=C3C(=C2)N4CCOCC4)[N+](=O)[O-],Inactive,0,,,-4.03,0.905801,-4.95143,-4.34283,-2.79933
2584,24841134,2490212,CC1=CC(=CC=C1)NC2=NN=C(S2)SCC(=O)NC3=CC=C(C=C3)C(=O)O,Inactive,0,,,-4.04,2.89657,0.0537598,-6.28828,-5.87214
2585,22400611,6623229,CC1CC(CN(C1)C(=O)C2=CC=C(C=C2)CSC3=NC4=C(N3)C=NC=C4)C,Inactive,0,,,-4.04,0.832044,-3.97996,-3.04679,-5.08252
2586,49668442,1068824,CCOC(=O)COC1=NC2=C(C=C(C=C2)Br)C(=C1C(=O)C)C3=CC=CC=C3,Inactive,0,,,-4.05,0.283606,-4.44437,-3.80734,-3.88589
2587,26724997,11949217,C1CCC(CC1)CN2C[C@@H]3C(C4(CC3(C4)[C@H]2C5=CC=CC=C5)C6=CN=CC=C6)C7=CN=C(C=C7)Cl,Inactive,0,,,-4.05,2.49056,-2.49494,-7.56493,-2.0915
2588,14719107,3480238,CC1=NN2C(=C1)NC(S2)NC3=CC=C(C=C3)F,Inactive,0,,,-4.05,4.01463,-7.56314,-6.15854,1.56816
2589,103050952,49778632,CN(CC1=CC=CC=C1)C(=O)CN2C(=C(N=N2)C3=CC=CC=C3)COC4=CC5=CC=CC=C5C=C4,Inactive,0,,,-4.05,1.70398,-2.61744,-6.44559,-3.09104
2590,49729609,3146685,CCC1=CC=C(C=C1)OCC(=O)NC2=CC3=C(C=C2)OCCO3,Inactive,0,,,-4.06,2.48672,-7.09731,-4.06854,-1.00614
2591,7974586,698979,CCOC(=O)C1=C(OC2=CC(=C(C=C21)OC)Br)C,Inactive,0,,,-4.06,2.76315,-7.891,-2.79855,-1.48373
2592,26668200,650969,CC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(CC3CCCO3)C(=O)CNC(=O)C4=CC=CO4,Inactive,0,,,-4.06,1.68037,-1.92484,-6.0315,-4.21872
2593,7975940,56209,CCN(CC)CC(CN1C2=CC=CC=C2C3=CC=CC=C31)O,Inactive,0,,,-4.06,0.128662,-3.99829,-3.94093,-4.23798
2594,49823618,19653821,CCOC(=O)C1=C(SC(=C1C2=CC=CC=C2)C)NC(=S)N3CCN(CC3)C,Inactive,0,,,-4.06,0.953558,-5.10558,-2.80094,-4.28219
2595,24809527,1457777,C1CC(C1)C2=NC3=CC=CC=C3C(=O)N2NC(=O)C4=CC=CS4,Inactive,0,,,-4.07,1.44928,-2.27013,-5.8194,-4.10749
2596,17414980,1328504,CC(C)OC1=CC=CC(=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)Cl)C(=O)O,Inactive,0,,,-4.07,3.3142,-8.73141,-2.12041,-1.34562
2597,134215831,136141356,CC1=C(C(NC(=NCC2=CC=CC=C2C(F)(F)F)N1CC3=CC(=CC=C3)C(F)(F)F)C4=CC=C(C=C4)Cl)C(=O)OC,Inactive,0,,,-4.07,3.58044,-7.86381,-5.08323,0.729892
2598,49648302,907041,COC1=CC(=C(C=C1)OC)NC(=O)NCCC2=CNC3=CC=CC=C32,Inactive,0,,,-4.08,2.48268,-7.17745,-3.9488,-1.10009
2599,26725231,16745511,C[N+]1([C@@H]2CC3=CC4=C(C=C3[C@@H]1CC5=CC6=C(C=C25)OCO6)OCO4)[O-],Inactive,0,,,-4.08,2.16455,-2.55259,-2.54744,-7.14172
2600,14743741,2434694,CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)C2=C(C3=CC=CC=C3O2)C)C,Inactive,0,,,-4.08,1.05566,-5.56292,-3.17127,-3.51568
2601,24784332,16188405,CCC1=C2C(=CC=C1)C(CC3(N2)CCCC3)C.Cl,Inactive,0,,,-4.09,1.11294,-3.02079,-5.62279,-3.61749
2602,49677923,2604490,C1=CC=C(C=C1)C(=O)NCCC(=O)NCCC2=CC=C(C=C2)Cl,Inactive,0,,,-4.1,3.47807,-8.9189,-2.54119,-0.838218
2603,136946938,3707618,C=CCN1C(=NN=C1SCC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,0,,,-4.1,1.50476,-4.34355,-5.80969,-2.14793
2604,7974745,2904613,C1C(N(CC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)F)C(=O)NN4C=NN=C4,Inactive,0,,,-4.1,2.64806,-3.63665,-1.11488,-7.55124
2605,51088524,3241269,CC1=CC(=C(C=C1)C)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C(=O)N4,Inactive,0,,,-4.1,0.213144,-4.07137,-3.85709,-4.37654
2606,26657666,2427540,CN1C(=C(C(=O)N(C1=O)C)C(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC4=CC=CC=C4)N,Inactive,0,,,-4.11,1.26867,-4.41586,-2.42025,-5.48106
2607,14735096,2287870,COC(=O)C1=CC=C(C=C1)OCCOC2=CC=CC=C2,Inactive,0,,,-4.11,1.52703,-6.03788,-3.98311,-2.30372
2608,103059847,49786221,CCNC(=O)C1(CCN1C(=O)CCC2=CC(=CC=C2)Cl)C,Inactive,0,,,-4.11,0.766912,-3.13518,-5.00916,-4.18545
2609,49825970,22514187,CCC(C(=O)NCCCN1CCN(CC1)C)N2C(=O)C3=C(C(=N2)C)SC4=CC=CC=C43,Inactive,0,,,-4.11,0.999152,-5.21145,-2.79307,-4.32775
2610,99355916,46902306,CC1=CC=C(C=C1)S(=O)(=O)N2C[C@@]3(C[C@@H]([C@@H](C[C@@]3(C2)OC(=O)NC4CCCC4)C(=O)OC)C(=O)OC)O,Inactive,0,,,-4.11,0.688655,-4.81761,-3.17727,-4.33813
2611,4263320,1618051,CCCCCC(=O)NC1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C,Inactive,0,,,-4.11,1.12657,-2.88104,-3.85302,-5.6037
2612,24838028,2095513,C1COCCN1C2=CC=CC=C2NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)NCC4=CC=CO4,Inactive,0,,,-4.11,1.41325,-2.16633,-5.47617,-4.69956
2613,14742436,921576,CC1=CC=C(C=C1)C(=O)C2=C(NN=C2)C3=CC=CC=C3O,Inactive,0,,,-4.12,0.925935,-4.29095,-5.15117,-2.90361
2614,99357527,44493577,C[C@H]1CN(C(=O)CCCN2C(=CN=N2)CO[C@H]1CN(C)C(=O)OC)[C@@H](C)CO,Inactive,0,,,-4.12,2.44359,-3.26725,-7.44484,-1.64379
2615,26660845,6904720,C1CCC(CC1)NC(=S)N/N=C/C2=CC=CC=C2C(=O)O,Inactive,0,,,-4.12,2.51277,-0.597049,-6.27769,-5.48941
2616,17510615,4574144,CCOC(=O)C1=CC=CC=C1NC(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)C)C,Inactive,0,,,-4.12,1.22766,-5.72617,-2.74419,-3.89903
2617,125306824,53384093,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](OC3C2CCCC3)CC(=O)C4=CC=C(C=C4)F,Inactive,0,,,-4.13,1.44192,-6.12773,-2.77183,-3.49604
2618,56320961,24981406,CCSC1=CC=C(C=C1)[C@@H]2[C@@H]3[C@@H](C(=O)N(C3=O)C)[C@]4(N2CCCC4)C(=O)OC.C(=O)(C(F)(F)F)O,Inactive,0,,,-4.14,2.24346,-6.89664,-1.4015,-4.10821
2619,17512748,135421222,COC1=CC=C(C=C1)/C=N/NC2=NN=C(C(=O)N2)CC3=CC(=C(C=C3)OC)OC,Inactive,0,,,-4.14,1.59385,-5.73955,-1.96516,-4.7167
2620,92764276,135420622,C12=C(NC(=O)N=C1SN=N2)N,Inactive,0,,,-4.14,1.79666,-4.40444,-1.82291,-6.20036
2621,861482,662723,C1=CC=C(C(=C1)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CC=N4)Cl,Inactive,0,,,-4.15,1.84122,-3.09417,-6.73886,-2.61595
2622,862224,663447,CCC1=NN=C(S1)NC(=O)CCC(=O)N2CCN(CC2)CCOC3=CC=C(C=C3)C,Inactive,0,,,-4.15,2.6197,-3.60523,-1.25321,-7.59968
2623,7969311,5309892,CCN1C2=C(C=CC(=C2)C(=O)N3CCCCCC3)S(=O)C4=CC=CC=C4C1=O,Inactive,0,,,-4.15,1.82177,-6.49763,-2.05578,-3.90623
2624,22416467,1252672,CCOC1=C(C=C(C(=C1)C)Cl)S(=O)(=O)NC2CC(NC(C2)(C)C)(C)C,Inactive,0,,,-4.15,0.158619,-4.36455,-3.98189,-4.11489
2625,136947164,2031473,COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC=CC=C3C4=CC=CC=C4)C5=CC=CC=N5,Inactive,0,,,-4.15,1.15676,-4.35695,-2.64803,-5.45982
2626,49714679,16007960,CC1=CC=C(C=C1)CCNC(=O)CS(=O)CC2=C(OC(=N2)C3=CC=CC=C3Cl)C,Inactive,0,,,-4.17,2.69596,-4.22837,-7.43862,-0.835721
2627,7967090,5308617,CCOC(=O)N1CCC(CC1)NC2=NC3=CC=CC=C3N4C2=NN=C4,Inactive,0,,,-4.17,0.226646,-4.46567,-3.91576,-4.12472
2628,49722060,24791832,CCN(CC)C1CCN(C1)C(=O)C2=NOC(=C2)COC3=CC=CC=C3SC,Inactive,0,,,-4.18,1.72825,-3.68496,-6.50127,-2.35595
2629,144089633,60156649,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)[C@@H]2C=C[C@@H](CN2C(=O)C)C(C(=O)OC)C(=O)OC,Inactive,0,,,-4.18,3.93944,-9.5943,-0.330392,-2.6232
2630,17508348,1164130,C1=CC=C(C=C1)CC2=NN=C(N2C3=CC(=CC=C3)Cl)SCC(=O)NNC(=O)CC4=CC=CC=C4,Inactive,0,,,-4.19,0.563807,-3.85834,-4.98036,-3.72203
2631,24819218,45105775,CC12CC[C@H]3[C@H](C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CC[C@H](C5)O)/C=N/NC(=O)C6=CC=CC=C6F)O,Inactive,0,,,-4.2,1.234,-5.76626,-4.07746,-2.75085
2632,3717316,2304054,CC1=C(SC(=NC(=O)C)N1C)C(C)(C)C,Inactive,0,,,-4.2,3.64141,-1.02261,-2.28827,-9.30188
2633,4258403,934797,CC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=CC=C2C,Inactive,0,,,-4.2,2.37685,-2.69943,-2.3539,-7.55984
2634,47193464,23723050,CCC(C)[C@H]1CNCCN1CCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Inactive,0,,,-4.21,4.14097,-9.2733,-4.2247,0.869932
2635,14729980,5523788,CS/C(=C\[N+](=O)[O-])/NC1=CC=C(C=C1)Cl,Inactive,0,,,-4.21,2.06258,-2.47295,-3.05409,-7.10987
2636,22410914,5017658,CCC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)NC3=CC(=CC=C3)S(=O)(=O)NC4=NCCCCC4,Inactive,0,,,-4.21,1.37051,-6.14643,-3.35999,-3.13173
2637,14723574,777230,CC1(CC(=CC(=O)C1)NCCN2CCNCC2)C,Inactive,0,,,-4.21,1.43116,-6.11348,-3.86558,-2.65991
2638,14737542,9551057,CC(C)CC1=CC(=NO1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,-4.22,2.83766,-8.20475,-2.63464,-1.81889
2639,144096061,60158211,CC(=O)NC[C@]1(CC(=O)N([C@@H]1C2=CC=C(C=C2)OC)CC3=CC=C(C=C3)Cl)C(=O)OC,Inactive,0,,,-4.23,2.12518,-7.22948,-2.8555,-2.59812
2640,3717913,2336875,CC1=CN=C(C=N1)C(=O)OCC(=O)NC2=CC=C(C=C2)Cl,Inactive,0,,,-4.23,3.38064,-8.4546,-4.05893,-0.179115
2641,47204000,56642963,CC(=O)OC1=C(C=C(C=C1)/C=N\NC2=NN=CN2N)OC.Cl,Inactive,0,,,-4.24,1.34932,-5.97867,-4.0381,-2.69135
2642,26658247,4317510,C1CN(CCC1C(=O)OCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N)S(=O)(=O)C3=CC=CS3,Inactive,0,,,-4.24,2.83052,-8.00452,-3.52558,-1.18164
2643,87343117,3238165,C1CN(CCN1C2=CC=CC=N2)C(=O)CCSCC3=CC=CC=C3F,Inactive,0,,,-4.26,1.30334,-4.47383,-2.56214,-5.7323
2644,99454176,46942534,CCC1=C(N2C=CC=C(C2=N1)OCC3=C(C=C(C=C3)Cl)Cl)N(C)C(=O)C4=CC=CC=C4F,Inactive,0,,,-4.26,1.74167,-5.80884,-1.8284,-5.1481
2645,57266200,4878106,COC1=CC=C(C=C1)C(CNC(=O)C2=CC3=CC=CC=C3O2)N4CCCC4,Inactive,0,,,-4.27,1.56193,-6.15753,-2.33244,-4.31425
2646,49821365,992235,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)O,Inactive,0,,,-4.29,2.28098,-6.34502,-1.11015,-5.41875
2647,22405329,586902,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,-4.29,1.45513,-5.70909,-4.87421,-2.29072
2648,846673,649067,CC1=C(N(N=C1)CC2=CC=CC=C2)N,Inactive,0,,,-4.3,1.69182,-6.6126,-3.6698,-2.61431
2649,14725829,1162649,C1=CC=C(C=C1)CCN2C(=NN=C2SCC3=CC=CC=C3)C4=CC=NC=C4,Inactive,0,,,-4.3,2.23441,-5.13406,-6.5214,-1.24263
2650,49737725,24794328,COC1=CC=C(C=C1)N2CCN(CC2)C3CCCN(C3)C(=O)CN4CCCC4=O,Inactive,0,,,-4.3,1.97923,-2.34628,-3.54009,-7.01249
2651,4258551,2229128,C1CN(CCN1C(=O)CCSC2=CC=CC=C2)C(=O)C3=CC=CO3,Inactive,0,,,-4.31,1.72111,-6.03517,-1.9576,-4.92375
2652,47197614,2965985,CCOC1=CC(=CC(=C1O)C(C2=C(NC3=CC=CC=C32)C(=O)O)C4=C(NC5=CC=CC=C54)C(=O)O)Br,Inactive,0,,,-4.31,1.05719,-4.92805,-2.82264,-5.18104
2653,14737307,9550986,CC1=NOC(=C1Cl)C(=O)NC2=CN=CC=C2,Inactive,0,,,-4.32,2.4523,-1.08173,-7.01469,-4.86182
2654,49715916,4248377,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3=NNC(=S)N3C4=CC=CC(=C4)C(F)(F)F,Inactive,0,,,-4.32,0.210595,-4.02351,-4.4482,-4.48945
2655,17414267,848412,CC1=CC=CC=C1C(=O)NC2=CC=CC=C2SC3=CC=CC=C3,Inactive,0,,,-4.34,1.25384,-5.29607,-5.14987,-2.56619
2656,99357644,290029,C1C(=NN=C(CS1(=O)=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,-4.34,0.523601,-4.93631,-4.41562,-3.66089
2657,85269445,2510759,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC(=O)C3=CC=C(C=C3)OC,Inactive,0,,,-4.34,1.55591,-6.15772,-2.3568,-4.49946
2658,3717492,2302278,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(F)(F)F)F,Inactive,0,,,-4.34,2.16295,-4.92707,-1.44536,-6.64467
2659,87337442,694419,CN1C2=C(C(=O)NC1=O)N(C=N2)CCN3CCOCC3,Inactive,0,,,-4.34,3.15703,-0.0910846,-5.28483,-7.64978
2660,3717639,2083976,CC1=C(OC2=CC=CC=C12)C(=O)OCC(=O)C3=C(N(C(=O)N(C3=O)C)CC(C)C)N,Inactive,0,,,-4.35,0.66527,-5.28873,-3.91207,-3.84525
2661,56422419,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Inactive,0,,,-4.35,0.572494,-4.56425,-4.92652,-3.57216
2662,87342476,9551625,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N(C)C3CCCCC3)C(=O)N4CCC5=CC=CC=C54,Inactive,0,,,-4.36,1.78146,-6.55261,-2.18916,-4.33432
2663,24785105,16188650,CC1=CC(=NC(=N1)C)C(=O)N2CCCC(C2)C(=O)C3=CC=CC4=CC=CC=C43,Inactive,0,,,-4.36,1.55829,-6.01814,-2.27502,-4.79389
2664,17413025,2916072,C1C(N(N=C1C2=CC=CS2)S(=O)(=O)C3=CC=CC=C3)C4=CC=C(C=C4)F,Inactive,0,,,-4.37,3.63377,-6.66497,0.763004,-7.19812
2665,24829275,2082334,C1=CC=C(C=C1)CNC(=O)NC(=O)CSC2=CC=C(C=C2)F,Inactive,0,,,-4.37,1.61362,-5.49285,-5.53289,-2.09004
2666,24787559,1419478,C1=CC=C(C(=C1)OCC2=NN=C(S2)NC(=O)NC3=CC=C(C=C3)F)F,Inactive,0,,,-4.37,1.19436,-5.97888,-3.11604,-4.02563
2667,49824044,24818674,CCOC1=CC=C(C=C1)NC(=O)NCC2=CC3=C(C=C2)OCO3,Inactive,0,,,-4.38,1.53167,-3.33242,-6.54394,-3.2584
2668,14725094,768286,CCOC1=CC=CC=C1NC(=O)C2=CN=CC=C2,Inactive,0,,,-4.38,3.71237,-7.16245,-6.84279,0.867627
2669,17386767,5053921,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)N2CCCN(CC2)C(=O)C(C)OC3=C(C=C(C=C3)Cl)C,Inactive,0,,,-4.38,1.5548,-6.47513,-3.91209,-2.75405
2670,7967129,5308644,CC1=NC2=NC(=NN2C(=C1)NC3=CC(=C(C=C3)OC)Cl)C,Inactive,0,,,-4.38,1.34633,-4.13969,-6.14147,-2.87092
2671,85200401,44201523,CC(C)(C)OC(=O)C[C@H](CC=C)C(=O)OC[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC=C)CC(=O)NCCO,Inactive,0,,,-4.4,2.56456,-2.3937,-2.79117,-8.02179
2672,7972640,346815,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-4.41,1.82283,-6.89127,-3.75424,-2.57112
2673,4248831,3242855,C1CCC2(CC1)NC(=O)C(=N2)C3=CC=CC=C3,Inactive,0,,,-4.41,1.63659,-2.1443,-5.94951,-5.13924
2674,134215779,136141372,CC1=C(C(NC(=NCC2=CC3=C(C=C2)OCO3)N1CC4=CC=CC=C4C(F)(F)F)C5=CC(=CC=C5)Cl)C(=O)OC,Inactive,0,,,-4.41,2.04231,-2.16599,-7.10741,-3.96112
2675,26728904,2745313,CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)NC3=C(C=C(C=C3C)C)C,Inactive,0,,,-4.41,1.4038,-6.39559,-3.31205,-3.53593
2676,3717443,2110684,C1CC2=CC=CC=C2N(C1)C(=O)CCC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-4.42,4.01868,-0.594942,-9.97144,-2.68799
2677,51088481,3243810,C1CC(N(C1)S(=O)(=O)C2=CC=CS2)C(=O)NC3=CC=C(C=C3)Br,Inactive,0,,,-4.42,7.07838,0.838934,0.329119,-14.425
2678,134214623,53361898,C1CCC(CC1)[C@@H](C(=O)N2CCC[C@H]2C(=O)NCCC3=CC=CC=C3Cl)NC(=O)C4=CC=CS4,Inactive,0,,,-4.42,1.00056,-3.57947,-3.8536,-5.82572
2679,17507633,801521,CC1=C(C=CC=C1C(=O)O)C2=CC=C(O2)C=O,Inactive,0,,,-4.42,3.07811,-1.40751,-8.6483,-3.20725
2680,17407574,3216443,CC1=CC=C(S1)C(C(=O)NC2CCCCC2)N(CCC3=CC=C(C=C3)OC)C(=O)C(F)(F)F,Inactive,0,,,-4.43,2.77609,-7.02665,-0.581449,-5.6814
2681,24791144,807830,C1CCC2=C(C1)C(=NN2CC(=O)N3CCOCC3)C(F)(F)F,Inactive,0,,,-4.44,1.4809,-2.53311,-6.14273,-4.649
2682,4250189,3244037,CC1CCCCN1C(=O)CN2C=NC3=C(C2=O)C(=C(S3)C(=O)NCC4=CN=CC=C4)C,Inactive,0,,,-4.45,1.25336,-5.43046,-2.68032,-5.23718
2683,56463420,25102631,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC=C([C@@H]2C3=CC=C(C=C3)Cl)C(=O)O)C4=CC=C(C=C4)Cl,Inactive,0,,,-4.45,2.04684,-1.59567,-5.49412,-6.27519
2684,14728738,6096699,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(=O)N(CC2)CCOCC3=CC(=CC=C3)OC,Inactive,0,,,-4.46,0.19416,-4.72519,-4.39731,-4.2629
2685,99456191,46943676,C1[C@@H]([C@H](O[C@H]1C2=NN=C(S2)NC(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)CO)O,Inactive,0,,,-4.47,0.19558,-4.29374,-4.37804,-4.7443
2686,22416130,9586808,C1=CC=C(C=C1)CCCC(=O)O/N=C(/C2=CN=CC=C2)\N,Inactive,0,,,-4.48,1.10273,-4.87748,-2.97471,-5.58643
2687,858534,659848,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)NC3=CC=CC=C3C(=O)OC,Inactive,0,,,-4.49,1.42641,-3.47157,-3.48448,-6.50388
2688,26724624,3245930,COC1=C(C=C(C=C1)CCNC(=O)CCNS(=O)(=O)C2=CC=CC3=NSN=C32)OC,Inactive,0,,,-4.49,5.10963,2.68276,-7.33303,-8.82516
2689,17510368,4455754,CCNC1=NC(=NC(=N1)OC)N2CCC(CC2)CC3=CC=CC=C3,Inactive,0,,,-4.5,0.766377,-4.70561,-5.31075,-3.46924
