PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 12.3 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1379,125306218,53257085,CC1=C(C=C(C=C1)[N+](=O)[O-])CN2CCN(CC2)C3=NC=C(C=N3)CC4=CC=CC=C4,Inactive,0,,,-2.31,1.90788,-4.96172,-1.42912,-0.545792
1380,134215779,136141372,CC1=C(C(NC(=NCC2=CC3=C(C=C2)OCO3)N1CC4=CC=CC=C4C(F)(F)F)C5=CC(=CC=C5)Cl)C(=O)OC,Inactive,0,,,-2.31,2.33394,0.305345,-5.36317,-1.88566
1381,85269242,3961235,CC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C(=C(C=C2F)F)Cl)F)S(=O)(=O)N3CCOCC3,Inactive,0,,,-2.32,2.96259,-4.22105,1.8654,-4.6002
1382,49669571,695599,C1=CC(=CC(=C1)[N+](=O)[O-])N2C(=O)C3=C(C2=O)N=CC=C3,Inactive,0,,,-2.32,1.43348,-0.313261,-3.07406,-3.5726
1383,89853217,221159,CN(C)C1=NC=NC2=C1C=NN2,Inactive,0,,,-2.32,2.12006,-2.37575,-4.89192,0.30034
1384,26724482,3239480,CC1=CC=C(C=C1)N(CC(=O)NC2=CC(=CC=C2)OC)S(=O)(=O)C3=C(N(N=C3C)C)C,Inactive,0,,,-2.33,3.59873,-3.52437,-6.01888,2.55039
1385,26657523,2416833,CCOC(=O)C1=C(NC(=C1C)C(=O)CN2C(=O)C3(CCCC3)NC2=O)C,Inactive,0,,,-2.33,2.6577,-4.93733,-3.37397,1.3172
1386,49721885,2329257,C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=NC=C3,Inactive,0,,,-2.33,0.594483,-2.02145,-1.81221,-3.16483
1387,49825456,24818938,CCOC(=O)C1(CCCN(C1)C(=O)C2=NN(C(=C2)C)C)CC3=CC(=CC=C3)Cl,Inactive,0,,,-2.34,1.33532,-3.62724,-0.500225,-2.89452
1388,4262115,2887398,COC1=C(C=C(C=C1)NC(=O)C2C3CCC(C3)C2C(=O)O)OC,Inactive,0,,,-2.34,2.91877,-4.54065,-4.2663,1.78361
1389,92763821,3826912,C=C1CC2(CC(OC(C2)C3=CC=CC=C3)C4=CC=CC=C4)OC1=O,Inactive,0,,,-2.34,1.13342,-1.32971,-3.92541,-1.77451
1390,4264238,580214,CC1=CC=CC=C1NC(=O)C2CC(=O)N(C2)C3=CC=CC=C3F,Inactive,0,,,-2.35,2.71003,-3.07973,-5.23526,1.27983
1391,49721902,20923648,CC1=CC=C(C=C1)CNC(=O)C2=C(N(N=N2)CC(=O)NC3=CC(=C(C=C3)OC)Cl)N,Inactive,0,,,-2.35,3.41842,1.57436,-1.87565,-6.75808
1392,26664196,5920316,C/C(=N/NC(=O)C1=CC(=NN1)C2=CC(=CC=C2)[N+](=O)[O-])/C3=CC(=CC=C3)O,Inactive,0,,,-2.35,3.18203,0,-0.210221,-6.85275
1393,17413353,1326196,CC(C)CC(=O)NC(=S)NC1=NC(=CS1)C2=CC=CC3=CC=CC=C32,Inactive,0,,,-2.35,2.08845,0.434612,-2.90704,-4.59067
1394,24833851,2672778,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C3=CC=CC=C3,Inactive,0,,,-2.35,1.68943,-4.33365,-0.205935,-2.52519
1395,22404656,4608519,CC1=C(C(N2C(=CC(=O)NC2=S)N1)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC(C)C,Inactive,0,,,-2.36,1.33083,-4.01066,-2.31387,-0.751728
1396,849833,652343,CCOC1=CC(=C(C=C1)OCC)NC(=O)CSC2=NN=C(N2C)CN3C=NC4=CC=CC=C43,Inactive,0,,,-2.36,2.86083,-2.46834,-5.80666,1.19834
1397,17409030,1236722,CC1=CC=C(C=C1)C(=O)/C=C/C(=C/C2=CC=CC=C2)/C,Inactive,0,,,-2.36,1.77603,-3.67666,-3.55476,0.150346
1398,49671290,4850082,CN(C)CCCNS(=O)(=O)C1=CC(=C(C=C1)NC2CCCCCC2)[N+](=O)[O-],Inactive,0,,,-2.36,2.08562,-2.46907,-4.86246,0.242937
1399,842612,644884,CC1=CC=C(C=C1)C2=NN(N=N2)CC(=O)NC3=CC=CC=C3N4CCOCC4,Inactive,0,,,-2.37,1.29958,-0.578741,-3.6266,-2.89826
1400,51089979,135900555,CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC(=C(C(=O)N2)NC(=O)C3=CC=CO3)N,Inactive,0,,,-2.37,7.01376,1.37508,-12.1959,3.71315
1401,847637,650039,CC1=C(C=CC=C1Cl)S(=O)(=O)N2CCCC(C2)C3=NC(=NO3)C4=CC(=CC=C4)OC,Inactive,0,,,-2.37,3.15081,-0.981299,0.601109,-6.73197
1402,14745255,4607406,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)NC(=O)COC(=O)CCC3=NC4=CC=CC=C4S3,Inactive,0,,,-2.37,3.61554,1.9256,-2.12489,-6.92019
1403,7977681,256617,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)O,Inactive,0,,,-2.38,0.233676,-2.34766,-2.10989,-2.67969
1404,124754958,53300849,COC(=O)C1=CC(=CC=C1)OCCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Inactive,0,,,-2.38,2.79215,0.380286,-1.31578,-6.20577
1405,857014,658373,CCCNC(=O)C1=CC=CC(=C1)CN2C(=C(C(=N2)C)Br)C,Inactive,0,,,-2.38,3.98292,2.56581,-2.52329,-7.18723
1406,17509637,12004918,CCOC1=CC=CC=C1NC(=S)N(CCCN2CCOCC2)CC3=CN(C4=CC=CC=C43)C,Inactive,0,,,-2.39,0.942504,-1.06411,-2.90312,-3.19232
1407,56321879,24981837,CN(CC(=O)NC1=C(C=CC=C1Cl)Cl)C(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCCCCC3)OC,Inactive,0,,,-2.39,3.63966,-2.36566,-6.85701,2.05821
1408,124753380,352752,C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,0,,,-2.39,1.91906,-1.47692,-0.634462,-5.06072
1409,26670614,2385985,COC1=C(C=C(C=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)C(=O)O)OC,Inactive,0,,,-2.4,1.30815,-0.789672,-2.40337,-3.99393
1410,17513315,757693,CC1=C(C2=CC=CC=C2N1)C(=O)CSC(=S)N3CCCCC3,Inactive,0,,,-2.4,1.87907,-0.00759835,-4.59895,-2.58367
1411,24796436,2937923,C1=CC=C(C=C1)CN(CCO)CC(COC2=CC=C(C=C2)C3=CC=CC=C3)O.Cl,Inactive,0,,,-2.4,1.03164,-1.10751,-2.45702,-3.63251
1412,99456989,46944220,COC1=CC(=CC(=C1OC)OC)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4CN(C[C@H](O4)CO)CC5=CC(=CC=C5)C(F)(F)F,Inactive,0,,,-2.4,2.05112,-5.19601,-1.6769,-0.331013
1413,22409927,2351986,CCN1C2=CC=CC=C2C(=C1O)N=NC(=O)C3=CC=C(C=C3)CSC4=NN=CN4C,Inactive,0,,,-2.41,1.53515,-4.21852,-2.53412,-0.464766
1414,24837570,2094544,CCOCCCNC(=O)/C(=C/C1=CC(=C(C(=C1)OC)O)[N+](=O)[O-])/C#N,Inactive,0,,,-2.41,1.8548,-4.99632,-1.48201,-0.745482
1415,24814762,16194472,COC1=CC=CC=C1C2=NN(C(=C2)N)S(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,0,,,-2.41,0.551381,-1.71137,-2.45575,-3.05953
1416,17507321,800015,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCOCC2,Inactive,0,,,-2.41,0.742683,-2.92601,-2.94256,-1.35888
1417,99360175,46904585,CC1=CC=C(C=C1)CN2CCC[C@]3(C2=O)[C@@H]4[C@H]([C@H](N3)C5=CC=C(C=C5)C)C(=O)N(C4=O)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,Inactive,0,,,-2.41,3.63062,-7.38586,1.17395,-1.01704
1418,51089518,16822790,C1CN(CCN1CC2=CC(=O)C(=CO2)OCC3=CC=C(C=C3)[N+](=O)[O-])C(=O)C4=CC=CO4,Inactive,0,,,-2.42,0.957802,-1.68272,-1.79944,-3.77037
1419,57259387,2640609,C1C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)C3=CC(=CC=C3)Br,Inactive,0,,,-2.42,1.05464,-0.928265,-3.09725,-3.22801
1420,24838973,6416474,C1CCOC(C1)CSC2=NC(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,-2.42,2.82475,1.5254,-3.84845,-4.93614
1421,14733574,4351781,CC(=O)NC1=CC=C(C=C1)N2C(SCC2=O)C3=C(C=CC=C3Cl)F,Inactive,0,,,-2.42,2.20723,-3.9506,0.699993,-4.01325
1422,17415790,1369526,CC1=C(C=C(C=C1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)OC(=O)C)C,Inactive,0,,,-2.42,1.19571,-3.92945,-1.00425,-2.33983
1423,46501358,23641184,CC1(CC1)C(=O)N2CCC(CC2)(CC3CC(=NO3)C4=CC=CC=C4)C(=O)NCC5=CC=C(C=C5)OC,Inactive,0,,,-2.43,1.17149,-3.81802,-0.952327,-2.51409
1424,17415750,2914463,CC1=C(C=C(C=C1)C(=O)NC(C)CCC2=CC=CC=C2)[N+](=O)[O-],Inactive,0,,,-2.43,0.7391,-2.9667,-1.38504,-2.93874
1425,49675944,16246283,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCC(CNCC3=CC=C(C=C3)OC)O.C(=O)(C(=O)O)O,Inactive,0,,,-2.43,2.62087,1.26006,-4.01132,-4.5489
1426,49679601,24762053,C1OC2=C(O1)C=C(C=C2)CCNCC3=CC=C(C=C3)C(F)(F)F.C(=O)(C(=O)O)O,Inactive,0,,,-2.44,1.78452,-4.91213,-0.775878,-1.61972
1427,22409053,4009065,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCOCC2)NS(=O)(=O)C3=C(C=CC(=C3)C(C)(C)C)C,Inactive,0,,,-2.44,1.74847,-2.81443,-0.135504,-4.36886
1428,51087630,18581382,C1CC2=C(C1)N(C(=O)N=C2SCC(=O)NC3=C(C=C(C=C3)F)F)CC4=CC=CC=N4,Inactive,0,,,-2.44,0.612272,-1.82605,-2.2208,-3.27645
1429,14721190,583011,CCOC(=O)CN1N=C(N=N1)C2=CC=CC=C2,Inactive,0,,,-2.44,1.40749,-3.32681,-3.54386,-0.455515
1430,121285014,51360375,CSCCC(C1=NN=NN1C2CCCC2)N3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,,-2.45,2.30732,-5.61931,-1.52329,-0.198805
1431,17386406,5197412,CCCCN1C(=NNC1=S)C2=CSC3=C2CCCC3,Inactive,0,,,-2.45,0.878509,-3.48298,-2.52456,-1.33522
1432,134215978,56588930,CN1[C@H]2C[C@H](N(C[C@H]2CO1)C(=S)NCCOC)C3=CC=CC=C3Br,Inactive,0,,,-2.45,1.20717,-1.66784,-4.15788,-1.53173
1433,22409814,2315678,CCCCN(C)C1=C(C(=O)N(N=C1)CC(=O)OC)Cl,Inactive,0,,,-2.45,0.670545,-2.10357,-3.3914,-1.86461
1434,50086642,649280,CC(C)C(C1=NN=NN1CC2=CC=C(C=C2)OC)N(CC3=CC=CO3)CC4=CC=CS4,Inactive,0,,,-2.46,1.4279,-1.70637,-1.22285,-4.46456
1435,26657569,687245,C1=CC(=CN=C1)/C=C/2\C(=O)NC(=S)N2,Inactive,0,,,-2.47,0.391448,-2.95442,-1.99569,-2.46187
1436,3717316,2304054,CC1=C(SC(=NC(=O)C)N1C)C(C)(C)C,Inactive,0,,,-2.47,2.19534,-0.0815609,-1.95799,-5.38406
1437,85270544,8988351,CCN1C=NN=C1SCC(=O)NC2=CC=CC=C2C(=O)NC3CC3,Inactive,0,,,-2.48,3.19142,-5.93355,1.76493,-3.26045
1438,24820294,1487846,CC(=O)CC(=O)C1C(=O)N(C(=O)N(C1=O)C)C,Inactive,0,,,-2.48,2.22998,0.648128,-4.37745,-3.71813
1439,49722351,24791875,CCOC(=O)N1CCN(CC1)C(=O)C2=CC=C(O2)CS(=O)CC3=CC=CC=C3Cl,Inactive,0,,,-2.48,2.0576,0.368422,-4.41097,-3.40687
1440,846079,648451,CS(=O)(=O)N1CCN(CC1)C(=O)C2=CC=C(C=C2)F,Inactive,0,,,-2.49,2.55285,-0.95834,-0.41601,-6.08219
1441,56322931,16274454,CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)CC2=NNC(=O)C3=CC=CC=C32,Inactive,0,,,-2.5,1.51722,-0.544366,-2.70243,-4.24368
1442,26731163,2745436,CC1=CC(=NO1)C2=NC(=C(S2)C(=O)NNS(=O)(=O)C3=CC=CC(=C3)C(F)(F)F)C,Inactive,0,,,-2.5,2.14175,-1.60807,-5.45308,-0.439666
1443,26729886,2726513,C1C2CC3CC1CC(C2)(C3)C4=NC(=S)NN4,Inactive,0,,,-2.51,3.23918,-5.79092,-3.62734,1.90181
1444,49671184,2946738,C1=CC=C(C=C1)OCCCCN2C3=CC=CC=C3N=C2CCCO,Inactive,0,,,-2.51,1.81703,-4.95934,-1.96048,-0.611707
1445,57261931,4337735,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N)N=C1SCC(=O)N3CCCC3=O,Inactive,0,,,-2.51,2.79819,-6.36994,-1.34312,0.178647
1446,121285196,51360533,CC(C)C1C(=O)N(CCS(=O)(=O)N1CC2=CC=C(C=C2)C3=C(C(=CC=C3)OC)OC)CC4=CN(N=N4)CCC5OCCO5,Inactive,0,,,-2.52,2.2618,-3.00008,0.465527,-5.01068
1447,103162458,16829847,COC1=C(C=C(C=C1)C(=O)NCC2CCCN2S(=O)(=O)C3=CC=CC=C3)OC,Inactive,0,,,-2.53,2.26946,-0.165897,-1.82081,-5.58932
1448,4255338,1264081,COC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C4=COC=C4,Inactive,0,,,-2.53,2.16525,-0.576379,-5.5483,-1.46314
1449,17509956,12005058,CC1=CC=CC=C1N2C(C(C2=O)OC3=CC=C(C=C3)Cl)CNCCCOC,Inactive,0,,,-2.53,2.75153,-6.34391,-1.3085,0.0535582
1450,14721489,865845,CCN1C(=NN=C1SCC(=O)N)CNC2=CC=C(C=C2)C,Inactive,0,,,-2.54,0.366796,-2.1361,-3.02285,-2.45424
1451,49823487,393650,C1=CC(=CC=C1NC(=O)NN2C=NN=C2)[N+](=O)[O-],Inactive,0,,,-2.54,0.866806,-3.64066,-1.52289,-2.44998
1452,14723242,1091549,CCN1CCN(CC1)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,0,,,-2.55,1.54764,-1.00167,-4.66178,-1.97667
1453,14721936,3090246,CC1=CC(=CC=C1)C2(C3=CC=CC=C3C(=O)O2)C4=CC=CC(=C4)C,Inactive,0,,,-2.55,2.25565,-3.86629,-4.41124,0.62286
1454,4255766,2943559,C1COCCN1CC(COC2=CC=C(C=C2)OCC3=CC=CC=C3)O,Inactive,0,,,-2.57,1.80699,-0.510779,-4.9097,-2.28527
1455,99495593,44237404,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,Inactive,0,,,-2.57,2.30859,-5.14082,-3.03471,0.457167
1456,85268581,4132561,C1COC2=C(O1)C=C(C(=C2)[N+](=O)[O-])NC(=O)C3=CN=CC=C3,Inactive,0,,,-2.58,1.2644,-2.53841,-1.04528,-4.14176
1457,50085719,24856191,C1[C@@H]2[C@H](C[C@]1(C#N)S(=O)(=O)C3=CC=CC=C3)ON=C2C4=CC(=CC=C4)Br,Inactive,0,,,-2.59,1.22273,-1.08779,-2.58668,-4.08285
1458,847595,649999,C1CCC(CC1)NC(=O)NCC2=CC=CS2,Inactive,0,,,-2.59,1.19861,-1.63657,-4.27997,-1.8518
1459,49737442,24794171,CC1=CC=C(C=C1)N2C3=C(C=N2)C(CC(C3)(C)C)NC(=O)CCC4=CN(N=C4)C,Inactive,0,,,-2.59,1.20397,-1.74998,-1.73572,-4.29682
1460,99456291,46943741,C1CCN(C(C1)C2=CC(=NO2)C(=O)NCC3=CC=CC=C3)C(=O)C4=CC5=C(C=C4)OCC5,Inactive,0,,,-2.6,1.56695,-3.38341,-4.00703,-0.415377
1461,17387790,826733,CN(C)C(=O)C1=CC=CC=C1SC2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,-2.6,3.04021,-1.36387,0.342067,-6.78867
1462,14730984,2845871,C1CN(CCN1CC2CC3CC2C=C3)C4=CC=CC=C4F,Inactive,0,,,-2.62,2.32751,-5.77904,-1.82867,-0.243838
1463,49641226,890994,C1=CC=C2C(=C1)N(C(=O)O2)CC(=O)NC3=CC=C(C=C3)Cl,Inactive,0,,,-2.62,0.956248,-2.39721,-3.88459,-1.57385
1464,87341284,3241915,CC1=CC=CC=C1CN2C(=O)C3=C(N=C4N3CCN4CC5=CC=CO5)N(C2=O)C,Inactive,0,,,-2.62,1.41528,-0.78963,-2.83696,-4.23608
1465,49715129,20862418,C1CCN(CC1)CCCNC(=O)C2CCC(CC2)CNS(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,0,,,-2.62,2.17602,0.138975,-2.82405,-5.17961
1466,24830718,2520949,CCCCN(C1=C(N(C(=O)NC1=O)CCC)N)C(=O)COC2=C(C=C(C=C2)C)OC,Inactive,0,,,-2.62,0.892147,-2.60358,-3.72332,-1.53824
1467,85270876,3390783,C1COC2=C(O1)C=CC(=C2)N3CC(CC3=O)C(=O)OC4=CC=C(C=C4)[N+](=O)[O-],Inactive,0,,,-2.63,1.72949,-0.808415,-2.12632,-4.95412
1468,121283515,339347,CCOC(=O)NC1=CC(=O)C(=C(N1)N)[N+](=O)[O-],Inactive,0,,,-2.63,0.321683,-2.28258,-2.55082,-3.05834
1469,844245,646564,CC1=CC(=O)C2=[N+](N1)C=NN2CC3=CC=CC=C3Cl.[Cl-],Inactive,0,,,-2.63,1.58305,-4.8373,-1.19563,-1.86279
1470,7974580,1321523,CCOC(=O)C1=CC=CC=C1NC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C,Inactive,0,,,-2.64,2.77682,-2.94321,-5.87364,0.907365
1471,24823343,9648735,COC1=C(C=CC(=C1)/C=N/NC2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCCCC4)OCC(=O)O,Inactive,0,,,-2.64,1.23359,-0.947855,-3.8563,-3.11167
1472,24819403,16195139,CC1CCC(C(C1)OC(=O)C[N+]2=C3CCCN3C(=C2)C4=CC=C(C=C4)Cl)C(C)C.[Cl-],Inactive,0,,,-2.64,0.107145,-2.78072,-2.62186,-2.52036
1473,85267990,2388538,CC1=CC=C(C=C1)C2=NN=C(N2N)SCC(=O)NC3CCCC3,Inactive,0,,,-2.64,0.477837,-2.85818,-3.08983,-1.98041
1474,17408906,11958763,CC1=CC=CC=[N+]1CC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl.[Cl-],Inactive,0,,,-2.64,0.801864,-1.54322,-2.95403,-3.43212
1475,4249288,1263609,CC(C)N1C(=C(C=N1)C(=O)N)N,Inactive,0,,,-2.65,2.46281,0.800262,-4.80962,-3.92595
1476,3714250,2998724,CCC(C)(C)C1=CC=C(C=C1)OCC(CN2CCC(CC2)C(=O)OCC)O,Inactive,0,,,-2.65,2.73384,-0.18521,-1.29299,-6.45854
1477,17433858,2168482,CC1=C(C2=CC=CC=C2N=C1C3=CC=CC=C3)C(=O)NCC4=CC=CS4,Inactive,0,,,-2.65,1.95408,0.0165671,-4.61846,-3.33547
1478,3717138,2595192,C1=CC(=C(C(=C1NC(=O)CNC(=O)C2=NC=CN=C2)F)F)F,Inactive,0,,,-2.65,2.16062,-2.80449,-5.21724,0.0685135
1479,26671441,6887544,CC1=CC(=NN1)C(=O)N/N=C/C2=CN=CC=C2,Inactive,0,,,-2.65,1.53625,-2.39728,-0.911031,-4.64808
1480,24800875,773112,CC1=CC=C(O1)/C=C\2/C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O,Inactive,0,,,-2.65,2.357,-5.89526,-0.359961,-1.70641
1481,858888,660193,CC1=CC=C(C=C1)/C(=C/2\C(=O)N=C(S2)N3CCOCC3)/C,Inactive,0,,,-2.66,0.302251,-2.97359,-2.25195,-2.75605
1482,4247584,2050867,CC1=CC=C(C=C1)N2C(=C3CS(=O)CC3=N2)NC(=O)C4=CC5=C(C=C4)OCO5,Inactive,0,,,-2.66,1.39333,-1.08458,-2.42431,-4.47289
1483,49827380,24686236,CN(CCC1=CC(=C(C=C1)OC)OC)C(=O)CCNC(=O)C2=CC=C(C=C2)Br,Inactive,0,,,-2.66,3.11607,-4.65151,1.73876,-5.07132
1484,47200093,23724063,CCOC(=O)C1(CCCN(C1)C(=O)CCC=C)CC2=CC(=CC=C2)Cl,Inactive,0,,,-2.66,0.990762,-1.29579,-3.6158,-3.07255
1485,3716385,2999583,CN1C(=NN=N1)SCC2=C(SC(=C2C(=O)OC)N)C(=O)OC,Inactive,0,,,-2.66,1.04865,-4.07302,-2.35656,-1.55985
1486,4244581,3239158,CC1C(=O)N(C2=C(O1)C=CC(=C2)C)CCC(=O)NC3CC3,Inactive,0,,,-2.66,1.09478,-1.11559,-3.44079,-3.43514
1487,49732482,24793178,C1CCC(C1)CCCN2CCC(CC2)N3C(=CC=N3)NC(=O)C4=CC=CC=C4Cl,Inactive,0,,,-2.67,4.06974,-7.70252,-2.55827,2.26454
1488,136948051,6000,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,Inactive,0,,,-2.67,1.00445,-3.1699,-1.264,-3.56446
1489,7976179,817422,CC1=C(C=C(C=C1)N(CC(=O)NCC2=CN=CC=C2)S(=O)(=O)C)C,Inactive,0,,,-2.67,2.08314,0.113227,-3.22014,-4.89922
1490,49644808,1104030,CCOC1=CC=CC(=C1)C(=O)NC2=CC(=C(C=C2)NC(=O)C3=CC=CC=C3)C,Inactive,0,,,-2.67,0.432978,-2.53161,-3.25843,-2.22612
1491,99495536,2888835,C1=COC(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,-2.68,1.52304,-1.95674,-4.79276,-1.27566
1492,99494318,17715300,C1=CC=C(C=C1)CCNC(=O)C2=CNC3=CC=CC=C3C2=O,Inactive,0,,,-2.68,2.31586,0.316367,-5.32312,-3.0341
1493,4258551,2229128,C1CN(CCN1C(=O)CCSC2=CC=CC=C2)C(=O)C3=CC=CO3,Inactive,0,,,-2.68,1.34137,-0.787572,-3.73413,-3.51986
1494,22409948,6217500,CC1=CC(=C(C=C1C)[N+](=O)[O-])NC(=O)CN2CCN(CC2)C/C=C/C3=CC=CC=C3,Inactive,0,,,-2.68,1.87682,-0.302668,-2.84947,-4.89065
1495,24820570,3179683,CC(C)CCNC(=O)C(C1=CC=NC=C1)N(C2=CC=CC=C2F)C(=O)CN3N=C(N=N3)C4=CC=C(C=C4)F,Inactive,0,,,-2.68,2.2212,0.447277,-4.46694,-4.03213
1496,24821532,135439669,CC1=CC=C(C=C1)C2=NC3=C(C(=O)N2)SC=C3,Inactive,0,,,-2.69,1.09685,-3.96836,-2.80317,-1.28919
1497,14737406,608412,C1=CC=C(C=C1)P(=O)(CC2=CC=[N+](C=C2)[O-])C3=CC=CC=C3,Inactive,0,,,-2.69,3.63557,-2.91048,1.87184,-7.02509
1498,57264602,4286213,CC1=C(N=C(N=C1C)SCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)Cl)C,Inactive,0,,,-2.69,2.21535,-4.29306,0.443237,-4.21852
1499,17410612,1487311,CC1=CC(=C(C=C1)S(=O)(=O)C2=C(N=C(C=C2C)C)Cl)C,Inactive,0,,,-2.69,3.95326,-1.33683,1.32401,-8.06974
1500,7972792,783795,CC1=CC=C(C=C1)S(=O)(=O)N=C2SCCCS2,Inactive,0,,,-2.7,2.4884,-3.77802,0.743372,-5.05742
1501,22402655,4437607,CC1=CC(=C(C=C1)NC2=NNC(=C2[N+](=O)[O-])C)C,Inactive,0,,,-2.7,1.62824,-4.95883,-1.17756,-1.96969
1502,49647067,16397279,C[C@]1\2CCC3C(C1CC/C2=N/NC(=S)N)CC=C4[C@@]3(CCC(C4)O)C,Inactive,0,,,-2.71,0.302382,-3.1282,-2.43654,-2.55289
1503,24783671,16188210,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)CN4CCC(CC4)(C5=CC=CC=N5)O,Inactive,0,,,-2.71,0.601074,-3.53897,-2.44604,-2.13814
1504,849558,652056,CS(=O)(=O)N1CCN(CC1)CC2CC3CC2C=C3.C(=O)(C(=O)O)O,Inactive,0,,,-2.71,1.0355,-4.09336,-2.42644,-1.60425
1505,87342476,9551625,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N(C)C3CCCCC3)C(=O)N4CCC5=CC=CC=C54,Inactive,0,,,-2.71,0.989453,-1.32919,-3.6021,-3.19432
1506,855650,54686763,CN(C)[C@@H]1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,Inactive,0,,,-2.71,0.854851,-1.99113,-2.23253,-3.91315
1507,47197770,23723837,COC1=C(C=C(C=C1)C(=O)C2CCCN(C2)C(=O)CSC)OC,Inactive,0,,,-2.71,2.21211,-5.82034,-0.84901,-1.46791
1508,3712191,2997927,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC2C(=O)NC3CCCCC3,Inactive,0,,,-2.71,1.84166,-0.326331,-4.80929,-3.00373
1509,24824046,16195640,CCC(C1=CC=CC=C1)C(=O)NCCC[C@H]2CN3[C@H](CN=C3N2CCC4=CC=CC(=C4)C)CC5=CC=C(C=C5)O,Inactive,0,,,-2.71,1.1121,-3.62911,-1.14844,-3.36354
1510,49668407,5123753,C1C(=O)NC2=C(C=C(C=C2)Br)C(N1C(=O)C3=CC=CC=C3[N+](=O)[O-])C4=CC=CC=C4,Inactive,0,,,-2.72,1.21143,-2.37773,-1.43102,-4.33991
1511,7973764,2914648,C1CCN(CC1)CC(COC2=C(C=C(C=C2Cl)Cl)Cl)O,Inactive,0,,,-2.72,1.84928,-3.09039,-0.288965,-4.77241
